name	phone	email	email_host	website	category	address	city	region	zip	country	google_rank	facebook	instagram	twitter	linkedin	googlestars	googlereviewscount	yelpstars	yelpreviewscount	facebookstars	facebookreviewscount	facebookpixel	googlepixel	criteopixel	seo_schema	googleanalytics	linkedinanalytics	uses_wordpress	mobilefriendly	uses_shopify	domain_registration	domain_expiration	domain_registrar	domain_nameserver	instagram_name	instagram_is_verified	instagram_is_business_account	instagram_media_count	instagram_highlight_reel_count	instagram_followers	instagram_following	instagram_category	instagram_average_likes	instagram_average_comments	ads_yelp	ads_facebook	ads_instagram	ads_messenger	ads_adwords	g_maps_claimed	g_maps	search_keyword	search_city
name,phone,email,email_host,website,category,address,city,region,zip,country,google_rank,facebook,instagram,twitter,linkedin,googlestars,googlereviewscount,yelpstars,yelpreviewscount,facebookstars,facebookreviewscount,facebookpixel,googlepixel,criteopixel,seo_schema,googleanalytics,linkedinanalytics,uses_wordpress,mobilefriendly,uses_shopify,domain_registration,domain_expiration,domain_registrar,domain_nameserver,instagram_name,instagram_is_verified,instagram_is_business_account,instagram_media_count,instagram_highlight_reel_count,instagram_followers,instagram_following,instagram_category,instagram_average_likes,instagram_average_comments,ads_yelp,ads_facebook,ads_instagram,ads_messenger,ads_adwords,g_maps_claimed,g_maps,search_keyword,search_city
Gollings Photography,61395370733,jenny.yip@gollings.com.au,outlook.com,http://www.gollings.com.au/,Photography service,147 Chapel St St Kilda VIC 3182,,,3182,AU,,,,,,,,,,,,n,n,n,n,y,n,n,n,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Gollings+Photography/@-37.8678483,144.99031290000002,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x21FEF8AF3BD48F2F!8m2!3d-37.8678483!4d144.99031290000002",unclaimed,Photographers,Dandenong
A.B Scenes Landscape Photography,61403213131,andrewbrown@abscenes.com,yahoo.com,http://abscenes.com/,Photographer,2071 Wellington Rd Clematis VIC 3782,,,2071,AU,,,,,,,,,,,,n,n,n,n,n,n,n,y,n,2006-09-19,2023-09-19,Tucows Domains Inc.,turbify.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/A.B+Scenes+Landscape+Photography/@-37.9311405,145.4206121,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x55910B86CF95C8A5!8m2!3d-37.9311405!4d145.4206121",unclaimed,Photographers,Dandenong
Barry Daly Photography,61419778509,barry@see360degrees.com.au,outlook.com,http://www.barrydaly.com.au/,Wedding photographer,46 Holywood Grove Melbourne VIC 3163,,,3163,AU,,,https://www.instagram.com/see360degree,,,,,,,,,n,n,n,y,y,n,n,y,n,,,,,Barry Daly,,1,,6,372,112,,4,,,,,,,"https://maps.google.com/maps/place/Barry+Daly+Photography/@-37.885878000000005,145.051476,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD239FE232CCB4E9A!8m2!3d-37.885878000000005!4d145.051476",unclaimed,Photographers,Dandenong
Airship Solutions,61,kellie@airship.com.au,server-cpanel.com,https://airship.com.au/,Photographer,Venture Way Braeside VIC 3195,,,3195,AU,,,,https://www.twitter.com/airshipau,,5,1,,,,,n,y,n,y,y,n,y,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Airship+Solutions/@-38.000246,145.1161539,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x7ED3CC5924BE872A!8m2!3d-38.000246!4d145.1161539",unclaimed,Photographers,Dandenong
CJ SMITH PHOTOGRAPHY,61432641224,info@cjsmithphotography.com.au,servercontrol.com.au,http://cjsmithphotography.com.au/,Photography service,Ringwood North VIC 3134,,,3134,AU,,,https://www.instagram.com/cj_smith_photography,,,5,29,,,,,y,n,n,n,y,n,y,y,n,,,,,Melbourne Photographer,,1,1368,9,1496,1891,Creators & Celebrities,26,3,,,,,,https://g.page/cjsmithphotography,claimed,Photographers,Dandenong
Beckon Media,61,jesse@beckonmedia.com.au,web-servers.com.au,http://www.beckonmedia.com.au/,Photographer,97 Wellington St St Kilda VIC 3182,,,3182,AU,,,,,https://www.linkedin.com/in/jessespezza,5,2,,,,,n,y,n,n,y,y,y,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Beckon+Media/@-37.8569908,144.9889268,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x257FB19F11FECD2E!8m2!3d-37.8569908!4d144.9889268",claimed,Photographers,Dandenong
Erikas Way,61401109059,info@erikasway.com,aws_server,https://erikasway.com/,Photographer,9 Leslie St Belgrave VIC 3160,,,3160,AU,91,,https://www.instagram.com/erika_s_way,,,5,2,,,,,n,n,n,y,y,n,n,y,n,2015-05-30,2024-05-30,Instra Corporation Pty Ltd.,turtle.rocks,Erika's Way,,1,33,,172,534,Creators & Celebrities,34,2,,,,,,https://g.page/erika_s_way,claimed,Photographers,Dandenong
Handcrafted Pictures Co.,,mailernest@gmail.com,google.com,https://handcraftedpictures.com/,Wedding photographer,27 Moama Rd Malvern East VIC 3145,,,3145,AU,,,https://www.instagram.com/handcraftedpicturesco,,,,,,,,,n,y,n,y,y,n,y,y,n,2014-06-27,2023-06-27,FastDomain Inc.,bluehost.com,Melbourne Wedding Photographer,,1,426,10,1184,724,Creators & Celebrities,227,4,,,,,,"https://maps.google.com/maps/place/Handcrafted+Pictures+Co./@-37.878102999999996,145.050953,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x6A689ECCAFE18662!8m2!3d-37.878102999999996!4d145.050953",unclaimed,Photographers,Dandenong
Helloworld Travel Dandenong,61397929144,john@travel-more.com.au,outlook.com,http://agents.helloworld.com.au/helloworld-dandenong,Travel Agent,Walker Street,Dandenong,Victoria,3175,AU,,https://www.facebook.com/helloworldwinstonhills,,,,4.3,262,,,4.4,12,n,n,n,y,y,n,n,y,n,,,,,,,,,,,,,,,,,,,,https://g.page/helloworlddandenong,claimed,Photographers,Dandenong
Slater and Gordon Lawyers,61800444141,anna.chisholm@slatergordon.com.au,proofpoint.com,https://www.slatergordon.com.au/offices/dandenong,Personal Injury Lawyer,329 Thomas St,Dandenong,Victoria,3175,AU,,https://www.facebook.com/slatergordonau,,https://www.twitter.com/slatergordon,https://www.linkedin.com/company/slater-,4.4,36,,,,31,n,n,n,y,y,n,n,y,n,,,,,,,,,,,,,,,,1,1,1,1,"https://maps.google.com/maps/place/Slater+and+Gordon+Lawyers/@-37.9847939,145.2120354,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1FDA8A6E7FC98C6D!8m2!3d-37.9847939!4d145.2120354",claimed,Photographers,Dandenong
Barry Plant Dandenong Sales,61383961333,mbugeja@barryplant.com.au,mpmailmx.net,https://www.barryplant.com.au/offices/dandenong-sales/,Estate Agent,Level 2/2-8 Langhorne St,Dandenong,Victoria,3175,AU,,https://www.facebook.com/barryplantpakenhamre,https://www.instagram.com/barryplant.realestate,https://www.twitter.com/barryplantdock,https://www.linkedin.com/company/barry-plant,1,2,,,,,n,y,n,y,y,n,n,y,n,,,,,Barry Plant,,1,1980,10,3363,536,Non-Profits & Religious Organizations,27,1,,,,,,https://g.page/barry-plant-dandenong,claimed,Photographers,Dandenong
Schnitz Dandenong Plaza,61397912160,chadstone@schnitz.com.au,google.com,http://schnitz.com.au/,Restaurant,Dandenong PLaza Shopping Centre Walker & Shop 2.48 McCrae St,,,3175,AU,,https://www.facebook.com/schnitzau,https://www.instagram.com/schnitzau,,https://www.linkedin.com/company/schnitz-franchising,4.1,240,,,,216,y,y,n,y,y,n,n,y,n,,,,,Schnitz,,1,1131,12,13319,271,Food & Personal Goods,36,36,,1,1,1,,"https://maps.google.com/maps/place/Schnitz+Dandenong+Plaza/@-37.9871847,145.2164063,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD1262D776770E28B!8m2!3d-37.9871847!4d145.2164063",claimed,Photographers,Dandenong
Australian Red Cross Dandenong,61387384609,rcc@redcross.org.au,outlook.com,https://www.redcross.org.au/support-us/red-cross-shops,Charity shop,248 Lonsdale St,,,3175,AU,,https://www.facebook.com/australianredcross,https://www.instagram.com/redcrossau,https://www.twitter.com/redcrossau,https://www.linkedin.com/company/australian-red-cross,4.6,14,,,,394,n,n,n,n,y,n,n,y,n,,,,,Australian Red Cross,1,1,1148,10,130201,189,Non-Profits & Religious Organizations,410,10,,1,1,1,,"https://maps.google.com/maps/place/Australian+Red+Cross+Dandenong/@-37.986336,145.214628,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x9BC8892A04AB372F!8m2!3d-37.986336!4d145.214628",claimed,Photographers,Dandenong
Hairhouse Dandenong Plaza,61397013997,mgr.epping@hairhouse.com.au,hairhousewarehouse.com.au,https://www.hairhouse.com.au/stores/dandenong_sc_store,Beauty supply store,45-55 McCrae St,Dandenong,Victoria,3175,AU,,https://www.facebook.com/hairhouseaustralia,https://www.instagram.com/hairhouseaustralia,https://www.twitter.com/hairhouseaus,https://www.linkedin.com/company/hairhouseaustralia,3.4,90,,,,210,n,n,n,y,n,n,n,y,n,,,,,Hairhouse Australia,1,1,4988,7,45175,669,Lifestyle Services,31,1,,1,1,1,,"https://maps.google.com/maps/place/Hairhouse+Dandenong+Plaza/@-37.9873275,145.2180328,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xBB266BA996239729!8m2!3d-37.9873275!4d145.2180328",claimed,Photographers,Dandenong
NAB Branch - Dandenong Plaza,61,alternateformats@nab.com.au,cisco.com,https://www.nab.com.au/locations,Bank,1 McCrae St,Dandenong,Victoria,3175,AU,,https://www.facebook.com/nab,https://www.instagram.com/nab,https://www.twitter.com/nab,https://www.linkedin.com/company/national-australia-bank,1.6,29,,,,8,n,n,n,y,n,n,n,y,n,,,,,NAB,1,1,155,7,19953,12,Professional Services,99,5,,1,1,1,1,"https://maps.google.com/maps/place/NAB+Branch+-+Dandenong+Plaza/@-37.986485,145.2184877,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x5C2A96582302359F!8m2!3d-37.986485!4d145.2184877",claimed,Photographers,Dandenong
Monash Health Drug & Alcohol Service,61397927620,monashchildrenshospital@monashhealth.org,mimecast.com,https://www.monashhealth.org/,Addiction Rehabilitation Centre,122 Thomas St,Dandenong,Victoria,3175,AU,,,https://www.instagram.com/monash_health,https://www.twitter.com/monashhealth,https://www.linkedin.com/company/monash-health,3,2,,,,,y,y,n,y,y,n,y,y,n,,,,,Monash Health,,1,559,,3281,18,Professional Services,87,1,,,,,,"https://maps.google.com/maps/place/Monash+Health+Drug+&+Alcohol+Service/@-37.9895146,145.2132339,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xFC183747D4F4AED2!8m2!3d-37.9895146!4d145.2132339",unclaimed,Photographers,Dandenong
Higgins Coatings Dandenong,61300444446,brisbane@higgins.com.au,outlook.com,https://www.higgins.com.au/dandenong,Painting,Mills Road,Dandenong,Victoria,3175,AU,,,https://www.instagram.com/higgins_coatings,https://www.twitter.com/higginscoatings,https://www.linkedin.com/company/higgins-coatings,,,,,,,y,y,n,y,y,y,n,y,n,,,,,Higgins Coatings,,1,454,7,1216,433,Personal Goods & General Merchandise Stores,19,,,,,,,https://g.page/higgins-dandenong,claimed,Photographers,Dandenong
Bri Hammond Photography,,hello@brihammond.com,google.com,https://www.brihammond.com/,Photographer,71c Nicholson St Brunswick East VIC 3057,,,3057,AU,,,https://www.instagram.com/brihammond,,https://www.linkedin.com/in/bri-hammond-photography,5,1,,,,,y,y,n,y,y,n,n,y,n,2009-10-18,2023-10-18,Squarespace Domains LLC,nsone.net,Bri Hammond - Photographer,,1,993,5,5164,1804,Creators & Celebrities,81,4,,,,,,"https://maps.google.com/maps/place/Bri+Hammond+Photography/@-37.7752482,144.9786091,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC424817635D06EB9!8m2!3d-37.7752482!4d144.9786091",claimed,Photographers,Dandenong
Lens to Life Photography,61,lpiera@lenstolife.com.au,bluehost.com,http://www.lenstolife.com.au/,Wedding photographer,232 The Esplanade Surf Beach VIC 3922,,,3922,AU,41,,,,https://www.linkedin.com/company/lens-to-life-photography,5,21,,,,,n,n,n,n,n,n,n,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Lens+to+Life+Photography/@-38.5139059,145.30348429999998,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xE861EEED727D3EF3!8m2!3d-38.5139059!4d145.30348429999998",unclaimed,Photographers,Dandenong
Chipmunks Playland & Cafe Dandenong,61397933113,toowoomba@chipmunksplayland.com.au,google.com,https://www.chipmunks.com.au/dandenong/,Childrens Amusement Centre,Amart Allsports,Dandenong,Victoria,3175,AU,,https://www.facebook.com/chipmunksplaylandau,https://www.instagram.com/chipmunksplayland_au,https://www.twitter.com/chipmunksglobal,https://www.linkedin.com/company/chipmunksplayland,3.8,202,,,,3,n,n,n,y,y,n,y,y,n,,,,,Chipmunks Playland and Cafe AU,,1,188,5,2204,20,Government Agencies,4,1,,,,,,"https://maps.google.com/maps/place/Chipmunks+Playland+&+Cafe+Dandenong/@-38.0057384,145.2186803,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x22EC83C3E14AB416!8m2!3d-38.0057384!4d145.2186803",claimed,Photographers,Dandenong
Bedshed Dandenong,61397946166,morley@bedshed.com.au,outlook.com,https://www.bedshed.com.au/find-a-store/bedshed-dandenong/,Mattress Shop,Dandenong  Frankston Road,Dandenong,Victoria,3175,AU,,https://www.facebook.com/bedshedqldmorayfield,https://www.instagram.com/bedshedau,,https://www.linkedin.com/company/bedshed,4.1,132,,,,1,y,y,n,y,y,n,n,y,n,,,,,Bedshed,,1,651,10,6496,404,Personal Goods & General Merchandise Stores,8,16,,,,,,"https://maps.google.com/maps/place/Bedshed+Dandenong/@-38.0075997,145.2175617,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF232394CC73042F!8m2!3d-38.0075997!4d145.2175617",claimed,Photographers,Dandenong
Monash Gallery of Art (MGA),61385440500,,,http://www.mga.org.au/,Art gallery,860 Ferntree Gully Rd Wheelers Hill VIC 3150,,,3150,AU,,,,,,4.5,263,,,4.2,10,n,n,n,n,n,n,n,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Monash+Gallery+of+Art+(MGA)/@-37.907697,145.19021899999998,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xB147F3C63300223D!8m2!3d-37.907697!4d145.19021899999998",claimed,Photographers,Dandenong
Tatra Receptions,61397511065,chloe@tatra.com.au,outlook.com,http://www.tatra.com.au/,Wedding venue,Mount Dandenong VIC 3767,Montrose,Victoria,1401,AU,,,https://www.instagram.com/tatra_receptions,,https://www.linkedin.com/company/tatra-receptions,4.6,304,,,,,n,y,n,y,y,n,y,y,n,,,,,Tatra Receptions,,1,585,21,3319,117,Local Events,43,1,,,,,,"https://maps.google.com/maps/place/Tatra+Receptions/@-37.8375914,145.3567701,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xDE7D1FEDE6DE6B3!8m2!3d-37.8375914!4d145.3567701",claimed,Photographers,Dandenong
Poets Lane Receptions,61397552044,info@poetslane.com.au,google.com,http://www.poetslane.com.au/,Wedding venue,13 Sherbrooke Rd,Belgrave,Victoria,3789,AU,,https://www.facebook.com/poetslanereceptions,,,https://www.linkedin.com/company/poets-lane,4.6,232,,,4.7,330,n,y,n,y,y,n,y,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Poets+Lane+Receptions/@-37.8800867,145.3602751,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xDC8F44558156AE5C!8m2!3d-37.8800867!4d145.3602751",claimed,Photographers,Dandenong
Marybrooke Manor,61975527553,ourplace24@bigpond.com,bigpond.com,http://www.marybrooke.com.au/,Wedding venue,10 Sherbrooke Rd Sherbrooke VIC 3789,,,3789,AU,,,https://www.instagram.com/marybrookemanor,,https://www.linkedin.com/company/marybrookemanor,4.6,420,,,,,y,y,n,y,y,n,y,y,n,,,,,Marybrooke Manor,,1,1849,19,1905,362,Local Events,16,,,,,,,https://g.page/MarybrookeManor,claimed,Photographers,Dandenong
KX Pilates M-City Monash,61370380855,geelong@kx.com.au,google.com,https://kxpilates.com.au/studio/mcity-pilates-studio/,Pilates studio,M-City Corner Blackburn and Dandenong Rd Clayton VIC 3168,,,3168,AU,,https://www.facebook.com/kxpilates,https://www.instagram.com/kxpilates,https://www.twitter.com/kxpilates,https://www.linkedin.com/company/kx-pilates,4.6,15,,,,40,n,n,n,y,y,n,y,y,n,,,,,KX Pilates,1,1,2340,12,68893,390,Creators & Celebrities,298,244,,1,1,,,https://g.page/kx-pilates-m-city-monash,claimed,Photographers,Dandenong
Puffing Billy Railway,61397570700,volunteering@pbr.org.au,mimecast.com,http://www.puffingbilly.com.au/,Tourist attraction,1 Old Monbulk Rd,Belgrave,Victoria,3160,AU,,https://www.facebook.com/puffingbillyrailway,https://www.instagram.com/puffingbillyrailway,,https://www.linkedin.com/company/puffingbillyrailway,4.5,6282,,,4.5,743,n,n,n,y,y,n,y,y,n,,,,,Puffing Billy Railway,,1,1531,7,29106,571,Entities,2595,42,,,,,,https://g.page/PuffingBillyRailway,claimed,Photographers,Dandenong
Timezone & Zone Bowling Clayton - Ten Pin Bowling Arcade Games Laser Tag,61390211417,orionmall@timezoneindia.com,messagelabs.com,https://www.timezonegames.com/en-au/locations/timezone-clayton,Bowling Alley,Arcade Games Laser Tag 1866 Princes Hwy Clayton VIC 3168,,,1866,AU,,https://www.facebook.com/timezonegames,https://www.instagram.com/timezonegames,,https://www.linkedin.com/company/timezone-group,4.3,1280,,,2.5,13,n,y,n,y,y,n,n,y,n,2001-06-08,2023-06-08,GoDaddy.com,cloudflare.com,Timezone India,,1,747,44,11146,64,Local Events,483,6,,1,,,,https://g.page/ZoneBowlingClayton,claimed,Photographers,Dandenong
Dandenong Image Centre,61397917262,dandenong@lavic.com.au,outlook.com,http://www.dandenonglac.com.au/,Retail,SHOP 5 1 LANGHORNE Street,DANDENONG,Victoria,3175,AU,,https://www.facebook.com/dandenonglac,,,,5,1,,,,,n,n,n,n,y,n,n,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Dandenong+Image+Centre/@-37.986949920654,145.21430969238,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF9C9FFF92FAC36A9!8m2!3d-37.986949920654!4d145.21430969238",unclaimed,Photographers,Dandenong
Wilderness Images Photography,61395543279,cathy@weddingmakeupmelbourne.com,hosting-cloud.net,http://wildernessimages.com.au/,Internet marketing service,160 South Gippsland Highway,Dandenong South,Victoria,3175,AU,,,,,,,,,,,,n,n,n,y,n,n,y,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Wilderness+Images+Photography/@-38.014148712158,145.23179626465,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x946BE203ADB12A21!8m2!3d-38.014148712158!4d145.23179626465",unclaimed,Photographers,Dandenong
AZ Photography,61438435172,anna_zaharakis@optusnet.com.au,optusnet.com.au,http://www.azphotography.com.au/,Photographer,44 Paterson Road,Springvale South,Victoria,3172,AU,,,,,,,,,,,,n,n,n,n,n,n,n,y,n,,,,,,,,,,,,,,,,,,,,,,Photographers,Dandenong
SNA Studio,61481224614,info@snastudios.in,godaddy.com,https://www.snastudios.in/,Event Photography,20 Leopold Avenue,Springvale South,Victoria,3172,AU,,,,,,,,,,,,n,y,n,n,n,n,n,y,n,,,,,,,,,,,,,,,,,,,,,,Photographers,Dandenong
Standard Design Services,61432510232,rob@robdaniel.com.au,siteground.com,http://www.robdaniel.com.au/,Photographer,11 MAGNOLIA Street,Mordialloc,Victoria,3195,AU,,,https://www.instagram.com/robdanielimages,,https://www.linkedin.com/company/rob-daniel-photography-&-design,5,4,,,,,n,y,n,y,y,n,y,y,n,,,,,Rob Daniel Images,,1,236,3,517,774,Creators & Celebrities,61,8,,,,,,https://g.page/robdanielimages,claimed,Photographers,Dandenong
Snapping Turtle Studios,61490362876,,,,Photographer,1/49-51 Hammond Rd Dandenong VIC 3175,,,3175,AU,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Snapping+Turtle+Studios/@-37.995947,145.209569,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xFC483C9E0D506DAC!8m2!3d-37.995947!4d145.209569",claimed,Photographers,Dandenong
Leadbeatter Photography,61411084874,,,,Photography service,30/22 Dunn Cres Dandenong VIC 3175,,,3175,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Leadbeatter+Photography/@-37.994601700000004,145.1929396,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x4AB0B6D99A683D4B!8m2!3d-37.994601700000004!4d145.1929396",unclaimed,Photographers,Dandenong
One Stop Canvas Shop,61449593792,,,,Picture framing shop,G 10 Cleeland St Dandenong VIC 3175,,,3175,AU,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/One+Stop+Canvas+Shop/@-37.9844887,145.2153923,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD888F8A2EC5AFBD8!8m2!3d-37.9844887!4d145.2153923",unclaimed,Photographers,Dandenong
Misaka Peeris Photography,61490181393,misaka.peeris@gmail.com,google.com,,Graphic designer,26 Frawley Rd Eumemmerring VIC 3177,,,3177,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Misaka+Peeris+Photography/@-37.996471,145.2493644,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x631F4DAB5B99E528!8m2!3d-37.996471!4d145.2493644",claimed,Photographers,Dandenong
Alex Vlahopoulos Photography [AVP],61430148221,,,,Photographer,10 Marsham St Noble Park North VIC 3174,,,3174,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Alex+Vlahopoulos+Photography+[AVP]/@-37.9566288,145.2002032,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xDBBBFD4EE858E105!8m2!3d-37.9566288!4d145.2002032",claimed,Photographers,Dandenong
Visual Imagery by Jacqueline,61430111927,,,,Photographer,4 Nevis Ct Endeavour Hills VIC 3802,,,3802,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Visual+Imagery+by+Jacqueline/@-37.9648666,145.26787439999998,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2D1D617DC211F252!8m2!3d-37.9648666!4d145.26787439999998",unclaimed,Photographers,Dandenong
Elfs Photography,61478046010,,,,Photography service,Hallam VIC 3803,,,3803,AU,,,,,,5,4,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://g.page/elfs-photography,claimed,Photographers,Dandenong
Thistle Photographic Studio,61397939655,,,,Photographers,Shop 19 The Hub Arc Walker St,Dandenong,Victoria,3175,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photographers,Dandenong
Picture Perfect,61397911114,,,,Photographers,31 Glomar Ct,Dandenong South,Victoria,3175,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photographers,Dandenong
Sprintz Photographics,61397934433,,,,Photographers,32 Attenborough St,Dandenong,Victoria,3175,AU,,,,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Sprintz+Photographics/@-37.986238,145.200453,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x9C9D2DAE38948C70!8m2!3d-37.986238!4d145.200453",claimed,Photographers,Dandenong
Quality Snaps,61397690197,,,,Photographers,,Keysborough,Victoria,3173,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photographers,Dandenong
Astir Studio,61397921188,,,,Photographers,153 Thomas St,Dandenong,Victoria,3175,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photographers,Dandenong
StewArt Photography,61741241401,crayonbox@hotmail.com,outlook.com,http://stewartriddell.com/,Photographer,Hervey Bay QLD 4655,Hervey Bay,Queensland,4655,AU,,https://www.facebook.com/crayonboxflyingadventures,,,,,,,,,,n,n,n,y,n,n,y,y,n,2016-04-22,2023-04-22,PDR Ltd. d/b/a PublicDomainRegistry.com,justhost.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/StewArt+Photography/@-25.2896192,152.83091579999999,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x93CF784232B62721!8m2!3d-25.2896192!4d152.83091579999999",unclaimed,Photographers,Hervey Bay
Elizabeth Pohlmann Photography,61418873503,epphotography@bigpond.com,bigpond.com,http://www.elizabethpohlmannphotography.com/,Photographer,39 Plantation St,Hervey Bay,Queensland,4655,AU,,,https://www.instagram.com/elizabethpohlmannphotographer,,,5,1,,,,,n,n,n,n,y,n,n,y,n,2015-04-28,2024-04-28,Register.com,register.com,Elizabeth Pohlmann,,1,830,5,726,609,Creators & Celebrities,8,,,,,,,"https://maps.google.com/maps/place/Elizabeth+Pohlmann+Photography/@-25.288276999999997,152.756729,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x7CBBE0F15DE305B1!8m2!3d-25.288276999999997!4d152.756729",claimed,Photographers,Hervey Bay
Patch Creations Newborn Photography,61407469694,patchcreations@outlook.com,outlook.com,http://www.patchcreations.com.au/,Photography studio,Santa Maria Ave,Hervey Bay,Queensland,4655,AU,,,https://www.instagram.com/patchcreations,,,5,3,,,5,14,y,n,n,n,n,n,n,y,n,,,,,Patch Creations - Photographer,,1,322,,315,716,Creators & Celebrities,4,1,,,1,1,,"https://maps.google.com/maps/place/Patch+Creations+Newborn+Photography/@-25.2956357,152.8094717,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xAF650969D8D45299!8m2!3d-25.2956357!4d152.8094717",claimed,Photographers,Hervey Bay
Stewart Riddell - TimeTraveller,61741241401,info@stewartphotography.com.au,justhost.com,http://www.stewartphotography.com.au/,Photographer,Pialba,Hervey Bay,Queensland,4655,AU,,,,,,,,,,,,n,n,n,y,n,n,y,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Stewart+Riddell+-+TimeTraveller/@-25.288328999999997,152.838226,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x52057662494D1F39!8m2!3d-25.288328999999997!4d152.838226",claimed,Photographers,Hervey Bay
Criss Cross Creations,61419678180,pialbaroses@gmail.com,google.com,http://www.crisscrosscreations.com.au/,Graphic designer,4 Kingsbarn Dr,Hervey Bay,Queensland,4655,AU,,,,,,,,,,,,n,n,n,n,n,n,n,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Criss+Cross+Creations/@-25.321745999999997,152.8689152,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x4515B8A635C8025!8m2!3d-25.321745999999997!4d152.8689152",claimed,Photographers,Hervey Bay
Pixel-Bug Photography,61487627348,sales@pixel-bug.com.au,hostingplatform.net.au,http://www.pixel-bug.com.au/,Wedding photographer,46-48 Raintree Ave,Hervey Bay,Queensland,4659,AU,,,,,,5,5,,,,,n,y,n,y,y,n,y,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Pixel-Bug+Photography/@-25.23508,152.58807099999999,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1ADED52E2CB72988!8m2!3d-25.23508!4d152.58807099999999",claimed,Photographers,Hervey Bay
